0,2,0
20,2,30
40,2,200
60,2,300
80,2,370
100,2,370
120,2,530
140,2,640
160,2,940
180,2,1360
200,2,2110
220,2,2260
240,2,2670
260,2,2810
280,2,2870
300,2,3100
320,2,3200
340,2,3200
360,2,3210
380,2,3220
400,2,3360
420,2,3530
440,2,3850
460,2,3920
480,2,3950
500,2,4080
520,2,4120
540,2,4210
560,2,4230
580,2,4440
600,2,4600
620,2,4760
640,2,4820
660,2,4860
680,2,4900
700,2,5080
720,2,5350
740,2,5880
760,2,6190
780,2,6450
800,2,6630
820,2,6650
840,2,6670
860,2,6670
880,2,6670
900,2,6670
920,2,6670
940,2,6670
960,2,6670
980,2,6670
1000,2,6670
1020,2,6670
1040,2,6670
1060,2,6670
1080,2,6670
1100,2,6670
1120,2,6670
1140,2,6670
1160,2,6670
1180,2,6670
1200,2,6670
1220,2,6670
1240,2,6670
1260,2,6670
1280,2,6670
1300,2,6670
1320,2,6670
1340,2,6670
1360,2,6670
1380,2,6670
1400,2,6670
1420,2,6670
1440,2,6670
1460,2,6670
1480,2,6670
1500,2,6670
1520,2,6670
1540,2,6670
1560,2,6670
1580,2,6670
1600,2,6670
1620,2,6670
1640,2,6670
1660,2,6670
1680,2,6670
1700,2,6670
1720,2,6670
1740,2,6670
1760,2,6670
1780,2,6670
1800,2,6670
1820,2,6670
1840,2,6670
1860,2,6670
1880,2,6670
1900,2,6670
1920,2,6670
1940,2,6670
1960,2,6670
1980,2,6670
2000,2,6670
2020,2,6670
2040,2,6670
2060,2,6670
2080,2,6670
2100,2,6670
2120,2,6670
2140,2,6670
2160,2,6670
2180,2,6670
2200,2,6670
2220,2,6670
2240,2,6670
2260,2,6670
2280,2,6670
2300,2,6670
2320,2,6670
2340,2,6670
2360,2,6670
2380,2,6670
2400,2,6670
2420,2,6670
2440,2,6670
2460,2,6670
2480,2,6670
2500,2,6670
2520,2,6670
2540,2,6670
2560,2,6670
2580,2,6670
2600,2,6670
2620,2,6670
2640,2,6670
2660,2,6670
2680,2,6670
2700,2,6670
2720,2,6670
2740,2,6670
2760,2,6670
2780,2,6670
2800,2,6670
2820,2,6670
2840,2,6670
2860,2,6670
2880,2,6670
2900,2,6670
2920,2,6670
2940,2,6670
2960,2,6670
2980,2,6670
3000,2,6670
3020,2,6670
3040,2,6670
3060,2,6670
3080,2,6670
3100,2,6670
3120,2,6670
3140,2,6670
3160,2,6670
3180,2,6670
3200,2,6670
3220,2,6670
3240,2,6670
3260,2,6670
3280,2,6670
3300,2,6670
3320,2,6670
3340,2,6670
3360,2,6670
3380,2,6670
3400,2,6670
3420,2,6670
3440,2,6670
3460,2,6670
3480,2,6670
3500,2,6670
3520,2,6670
3540,2,6670
3560,2,6670
3580,2,6670
3600,2,6670
3620,2,6670
3640,2,6670
3660,2,6670
3680,2,6670
3700,2,6670
3720,2,6670
3740,2,6670
3760,2,6670
3780,2,6670
3800,2,6670
3820,2,6670
3840,2,6670
3860,2,6670
3880,2,6670
3900,2,6670
3920,2,6670
3940,2,6670
3960,2,6670
3980,2,6670
4000,2,6670
4020,2,6670
4040,2,6670
4060,2,6670
4080,2,6670
4100,2,6670
4120,2,6670
4140,2,6670
4160,2,6670
4180,2,6670
4200,2,6670
4220,2,6670
4240,2,6670
4260,2,6670
4280,2,6670
4300,2,6670
4320,2,6670
4340,2,6670
4360,2,6670
4380,2,6670
4400,2,6670
4420,2,6670
4440,2,6670
4460,2,6670
4480,2,6670
4500,2,6670
4520,2,6670
4540,2,6670
4560,2,6670
4580,2,6670
4600,2,6670
4620,2,6670
4640,2,6670
4660,2,6670
4680,2,6670
4700,2,6670
4720,2,6670
4740,2,6670
4760,2,6670
4780,2,6670
4800,2,6670
4820,2,6670
4840,2,6670
4860,2,6670
4880,2,6670
4900,2,6670
4920,2,6670
4940,2,6670
4960,2,6670
4980,2,6670
5000,2,6670
5020,2,6670
5040,2,6670
5060,2,6670
5080,2,6670
5100,2,6670
5120,2,6670
5140,2,6670
5160,2,6670
5180,2,6670
5200,2,6670
5220,2,6670
5240,2,6670
5260,2,6670
5280,2,6670
5300,2,6670
5320,2,6670
5340,2,6670
5360,2,6670
5380,2,6670
5400,2,6670
5420,2,6670
5440,2,6670
5460,2,6670
5480,2,6670
5500,2,6670
5520,2,6670
5540,2,6670
5560,2,6670
5580,2,6670
5600,2,6670
5620,2,6670
5640,2,6670
5660,2,6670
5680,2,6670
5700,2,6670
5720,2,6670
5740,2,6670
5760,2,6670
5780,2,6670
5800,2,6670
5820,2,6670
5840,2,6670
5860,2,6670
5880,2,6670
5900,2,6670
5920,2,6670
5940,2,6670
5960,2,6670
5980,2,6670
6000,2,6670
6020,2,6670
6040,2,6670
6060,2,6670
6080,2,6670
6100,2,6670
6120,2,6670
6140,2,6670
6160,2,6670
6180,2,6670
6200,2,6670
6220,2,6670
6240,2,6670
6260,2,6670
