0,1,10
20,1,240
40,1,630
60,1,1000
80,1,1250
100,1,1690
120,1,2210
140,1,2300
160,1,2320
180,1,2450
200,1,2450
220,1,2500
240,1,2680
260,1,2690
280,1,2690
300,1,2830
320,1,3000
340,1,3280
360,1,3590
380,1,3700
400,1,3810
420,1,3910
440,1,4140
460,1,4410
480,1,4500
500,1,4610
520,1,4610
540,1,4680
560,1,4870
580,1,4950
600,1,5100
620,1,5290
640,1,5380
660,1,5630
680,1,5990
700,1,6100
720,1,6180
740,1,6420
760,1,6800
780,1,7110
800,1,7250
820,1,7320
840,1,7370
860,1,7370
880,1,7370
900,1,7370
920,1,7370
940,1,7370
960,1,7370
980,1,7370
1000,1,7370
1020,1,7370
1040,1,7370
1060,1,7370
1080,1,7370
1100,1,7370
1120,1,7370
1140,1,7370
1160,1,7370
1180,1,7370
1200,1,7370
1220,1,7540
1240,1,7910
1260,1,8360
1280,1,8770
1300,1,8950
1320,1,9130
1340,1,9430
1360,1,9570
1380,1,9570
1400,1,9570
1420,1,9570
1440,1,9570
1460,1,9570
1480,1,9570
1500,1,9570
1520,1,9570
1540,1,9570
1560,1,9570
1580,1,9570
1600,1,9570
1620,1,9570
1640,1,9570
1660,1,9570
1680,1,9570
1700,1,9570
1720,1,9570
1740,1,9570
1760,1,9570
1780,1,9570
1800,1,9570
1820,1,9570
1840,1,9570
1860,1,9570
1880,1,9570
1900,1,9570
1920,1,9570
1940,1,9570
1960,1,9570
1980,1,9570
2000,1,9570
2020,1,9570
2040,1,9570
2060,1,9570
2080,1,9570
2100,1,9570
2120,1,9570
2140,1,9570
2160,1,9570
2180,1,9570
2200,1,9570
2220,1,9570
2240,1,9570
2260,1,9570
2280,1,9570
2300,1,9570
2320,1,9570
2340,1,9570
2360,1,9570
2380,1,9570
2400,1,9570
2420,1,9570
2440,1,9570
2460,1,9570
2480,1,9570
2500,1,9570
2520,1,9570
2540,1,9570
2560,1,9570
2580,1,9570
2600,1,9570
2620,1,9570
2640,1,9570
2660,1,9570
2680,1,9570
2700,1,9570
2720,1,9570
2740,1,9570
2760,1,9570
2780,1,9570
2800,1,9570
2820,1,9570
2840,1,9570
2860,1,9570
2880,1,9570
2900,1,9570
2920,1,9570
2940,1,9570
2960,1,9570
2980,1,9570
3000,1,9570
3020,1,9570
3040,1,9570
3060,1,9570
3080,1,9570
3100,1,9570
3120,1,9570
3140,1,9570
3160,1,9570
3180,1,9570
3200,1,9570
3220,1,9570
3240,1,9570
3260,1,9570
3280,1,9570
3300,1,9570
3320,1,9570
3340,1,9570
3360,1,9570
3380,1,9570
3400,1,9570
3420,1,9570
3440,1,9570
3460,1,9570
3480,1,9570
3500,1,9570
3520,1,9570
3540,1,9570
3560,1,9570
3580,1,9570
3600,1,9570
3620,1,9570
3640,1,9570
3660,1,9570
3680,1,9570
3700,1,9570
3720,1,9570
3740,1,9570
3760,1,9570
3780,1,9570
3800,1,9570
3820,1,9570
3840,1,9570
3860,1,9570
3880,1,9570
3900,1,9570
3920,1,9570
3940,1,9570
3960,1,9570
3980,1,9570
4000,1,9570
4020,1,9570
4040,1,9570
4060,1,9570
4080,1,9570
4100,1,9570
4120,1,9570
4140,1,9570
4160,1,9570
4180,1,9570
4200,1,9570
4220,1,9570
4240,1,9570
4260,1,9570
4280,1,9570
4300,1,9570
4320,1,9570
4340,1,9570
4360,1,9570
4380,1,9570
4400,1,9570
4420,1,9570
4440,1,9570
4460,1,9570
4480,1,9570
4500,1,9570
4520,1,9570
4540,1,9570
4560,1,9570
4580,1,9570
4600,1,9570
4620,1,9570
4640,1,9570
4660,1,9570
4680,1,9570
4700,1,9570
4720,1,9570
4740,1,9570
4760,1,9570
4780,1,9570
4800,1,9570
4820,1,9570
4840,1,9570
4860,1,9570
4880,1,9570
4900,1,9570
4920,1,9570
4940,1,9570
4960,1,9570
4980,1,9570
5000,1,9570
5020,1,9570
5040,1,9570
5060,1,9570
5080,1,9570
5100,1,9570
5120,1,9570
5140,1,9570
5160,1,9570
5180,1,9570
5200,1,9570
5220,1,9570
5240,1,9570
5260,1,9570
5280,1,9570
5300,1,9570
5320,1,9570
5340,1,9570
5360,1,9570
5380,1,9570
5400,1,9570
5420,1,9570
5440,1,9570
5460,1,9570
5480,1,9570
5500,1,9570
5520,1,9570
5540,1,9570
5560,1,9570
5580,1,9570
5600,1,9570
5620,1,9570
5640,1,9570
5660,1,9570
5680,1,9570
5700,1,9570
5720,1,9570
5740,1,9570
5760,1,9570
5780,1,9570
5800,1,9570
5820,1,9570
5840,1,9570
5860,1,9570
5880,1,9570
5900,1,9570
5920,1,9570
5940,1,9570
5960,1,9570
5980,1,9570
6000,1,9570
6020,1,9570
6040,1,9570
6060,1,9570
6080,1,9570
6100,1,9570
6120,1,9570
6140,1,9570
6160,1,9570
6180,1,9570
6200,1,9570
6220,1,9570
6240,1,9570
6260,1,9570
