0,0,10
20,0,290
40,0,360
60,0,360
80,0,360
100,0,360
120,0,430
140,0,530
160,0,580
180,0,840
200,0,1150
220,0,1350
240,0,1350
260,0,1550
280,0,1800
300,0,1880
320,0,1980
340,0,2100
360,0,2300
380,0,2540
400,0,2990
420,0,3290
440,0,3410
460,0,4020
480,0,4310
500,0,4760
520,0,5080
540,0,5530
560,0,5680
580,0,5920
600,0,6390
620,0,6870
640,0,7450
660,0,8260
680,0,8630
700,0,8860
720,0,9000
740,0,9020
760,0,9220
780,0,9570
800,0,10350
820,0,11680
840,0,12730
860,0,13785
880,0,14845
900,0,15535
920,0,16640
940,0,17815
960,0,18580
980,0,19390
1000,0,20595
1020,0,21270
1040,0,21820
1060,0,22295
1080,0,23165
1100,0,23930
1120,0,24575
1140,0,25315
1160,0,25970
1180,0,27060
1200,0,27890
1220,0,28505
1240,0,29065
1260,0,29435
1280,0,30005
1300,0,30360
1320,0,30915
1340,0,31490
1360,0,32570
1380,0,33370
1400,0,33550
1420,0,34225
1440,0,34900
1460,0,35625
1480,0,35870
1500,0,36170
1520,0,36370
1540,0,36720
1560,0,37315
1580,0,37595
1600,0,37950
1620,0,38320
1640,0,38460
1660,0,38885
1680,0,39745
1700,0,40285
1720,0,40540
1740,0,40665
1760,0,40770
1780,0,41010
1800,0,41365
1820,0,41660
1840,0,42170
1860,0,42665
1880,0,43035
1900,0,43585
1920,0,44040
1940,0,44255
1960,0,44435
1980,0,44640
2000,0,44970
2020,0,45280
2040,0,45660
2060,0,45910
2080,0,46045
2100,0,46700
2120,0,46970
2140,0,47335
2160,0,47725
2180,0,48245
2200,0,49195
2220,0,49965
2240,0,50900
2260,0,51640
2280,0,52045
2300,0,52305
2320,0,52545
2340,0,52950
2360,0,53315
2380,0,53635
2400,0,54480
2420,0,55200
2440,0,55560
2460,0,56160
2480,0,56360
2500,0,56665
2520,0,56790
2540,0,56990
2560,0,57210
2580,0,57450
2600,0,57560
2620,0,57560
2640,0,57610
2660,0,57770
2680,0,57990
2700,0,58180
2720,0,58310
2740,0,58590
2760,0,58700
2780,0,58770
2800,0,58880
2820,0,58940
2840,0,59050
2860,0,59380
2880,0,59510
2900,0,59550
2920,0,59600
2940,0,59760
2960,0,60040
2980,0,60180
3000,0,60250
3020,0,60250
3040,0,60290
3060,0,60455
3080,0,60455
3100,0,60485
3120,0,60645
3140,0,60860
3160,0,61875
3180,0,62435
3200,0,62895
3220,0,63050
3240,0,63645
3260,0,64005
3280,0,64390
3300,0,64490
3320,0,64510
3340,0,64780
3360,0,65005
3380,0,65490
3400,0,65920
3420,0,66340
3440,0,66970
3460,0,67500
3480,0,67670
3500,0,67750
3520,0,67980
3540,0,68240
3560,0,69155
3580,0,69950
3600,0,70625
3620,0,71350
3640,0,71925
3660,0,72875
3680,0,73910
3700,0,75065
3720,0,75740
3740,0,76080
3760,0,76835
3780,0,77840
3800,0,78545
3820,0,78995
3840,0,79870
3860,0,80415
3880,0,81105
3900,0,82350
3920,0,83455
3940,0,84260
3960,0,85505
3980,0,87255
4000,0,88575
4020,0,89640
4040,0,90695
4060,0,91110
4080,0,92360
4100,0,92900
4120,0,93375
4140,0,93870
4160,0,94365
4180,0,95420
4200,0,96970
4220,0,98405
4240,0,99910
4260,0,101305
4280,0,102385
4300,0,103460
4320,0,104645
4340,0,105850
4360,0,106835
4380,0,107395
4400,0,107680
4420,0,107860
4440,0,108520
4460,0,109285
4480,0,109825
4500,0,110780
4520,0,111080
4540,0,111365
4560,0,111955
4580,0,112840
4600,0,113715
4620,0,113940
4640,0,114105
4660,0,114195
4680,0,114375
4700,0,115090
4720,0,115500
4740,0,116065
4760,0,116950
4780,0,117845
4800,0,118140
4820,0,118620
4840,0,119170
4860,0,119360
4880,0,119640
4900,0,119845
4920,0,120185
4940,0,120555
4960,0,120960
4980,0,121110
5000,0,121300
5020,0,121570
5040,0,121880
5060,0,122270
5080,0,122640
5100,0,122760
5120,0,123080
5140,0,123515
5160,0,123855
5180,0,124205
5200,0,124505
5220,0,124605
5240,0,124910
5260,0,125350
5280,0,126060
5300,0,126410
5320,0,126830
5340,0,127240
5360,0,127360
5380,0,127380
5400,0,127660
5420,0,128020
5440,0,128440
5460,0,128965
5480,0,129485
5500,0,130375
5520,0,131150
5540,0,131820
5560,0,132920
5580,0,134220
5600,0,135595
5620,0,136830
5640,0,137895
5660,0,138505
5680,0,139175
5700,0,140550
5720,0,141330
5740,0,142940
5760,0,143970
5780,0,144870
5800,0,145745
5820,0,146415
5840,0,146875
5860,0,147240
5880,0,147920
5900,0,148290
5920,0,149055
5940,0,149625
5960,0,150150
5980,0,151140
6000,0,152070
6020,0,152415
6040,0,152930
6060,0,154330
6080,0,155535
6100,0,156845
6120,0,158195
6140,0,159795
6160,0,161595
6180,0,163530
6200,0,165160
6220,0,166685
6240,0,167975
6260,0,169250
