0,0,0,20,0
20,0,0,20,0
40,0,0,20,0
60,0,0,20,0
80,0,0,25,0
100,0,0,24,0
120,0,0,28,0
140,0,0,31,0
160,0,0,31,0
180,0,0,33,0
200,0,0,31,0
220,0,0,36,0
240,0,0,41,1
260,0,0,47,1
280,0,0,58,1
300,0,0,70,0
320,0,0,84,0
340,0,0,86,0
360,0,0,98,0
380,0,0,102,1
400,0,0,108,1
420,0,0,118,1
440,0,0,118,1
460,0,0,126,1
480,0,0,129,1
500,0,0,127,1
520,0,0,125,1
540,0,0,119,1
560,0,0,121,1
580,0,0,124,1
600,0,0,123,1
620,0,0,121,1
640,0,0,131,1
660,0,0,131,1
680,0,0,123,1
